name,link,upvotes,downvotes,year,order,total_votes,vote_diff,vote_diff_normalized,ratio,updated_order,inverse_order,bayes
Dior Homme Intense 2011 Dior (male) ~ 2011,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2011-13016.html,761,429,2011,1,1190,332,1.0,0.6394957983193277,1.0,747.0,0.6356907894736842
Terre d'Hermès Hermès (male) ~ 2006,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-17.html,749,423,2006,2,1172,326,0.9842931937172775,0.6390784982935154,2.0,746.0,0.6352253756260434
Aventus Creed (male) ~ 2010,https://www.fragrantica.com/perfume/Creed/Aventus-9828.html,723,416,2010,3,1139,307,0.9345549738219896,0.6347673397717296,3.0,745.0,0.630901287553648
Fahrenheit Dior (male) ~ 1988,https://www.fragrantica.com/perfume/Dior/Fahrenheit-228.html,738,490,1988,4,1228,248,0.7801047120418848,0.6009771986970684,4.0,744.0,0.5980861244019139
La Nuit de l'Homme Yves Saint Laurent (male) ~ 2009,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Nuit-de-l-Homme-5521.html,608,305,2009,5,913,303,0.9240837696335079,0.6659364731653888,5.0,743.0,0.6602768903088392
Bleu de Chanel Eau de Parfum Chanel (male) ~ 2014,https://www.fragrantica.com/perfume/Chanel/Bleu-de-Chanel-Eau-de-Parfum-25967.html,583,387,2014,6,970,196,0.643979057591623,0.6010309278350515,6.0,742.0,0.5973895582329317
Acqua di Gio Giorgio Armani (male) ~ 1996,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-410.html,475,312,1996,7,787,163,0.5575916230366492,0.6035578144853876,7.0,741.0,0.5990159901599016
Eau Sauvage Dior (male) ~ 1966,https://www.fragrantica.com/perfume/Dior/Eau-Sauvage-231.html,410,227,1966,8,637,183,0.6099476439790577,0.6436420722135008,8.0,740.0,0.6365007541478129
Encre Noire Lalique (male) ~ 2006,https://www.fragrantica.com/perfume/Lalique/Encre-Noire-1834.html,386,217,2006,9,603,169,0.5732984293193718,0.6401326699834162,9.0,739.0,0.6327503974562798
Tobacco Vanille Tom Ford (unisex) ~ 2007,https://www.fragrantica.com/perfume/Tom-Ford/Tobacco-Vanille-1825.html,398,242,2007,10,640,156,0.5392670157068064,0.621875,10.0,738.0,0.6156156156156156
Green Irish Tweed Creed (male) ~ 1985,https://www.fragrantica.com/perfume/Creed/Green-Irish-Tweed-474.html,339,152,1985,11,491,187,0.6204188481675393,0.6904276985743381,11.0,737.0,0.6789168278529981
The One for Men Eau de Parfum Dolce&Gabbana (male) ~ 2015,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-for-Men-Eau-de-Parfum-31909.html,338,165,2015,12,503,173,0.5837696335078534,0.6719681908548708,12.0,736.0,0.6616257088846881
Le Male Jean Paul Gaultier (male) ~ 1995,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-430.html,395,287,1995,13,682,108,0.4136125654450262,0.5791788856304986,13.0,735.0,0.5748587570621468
Dior Homme 2005 Dior (male) ~ 2005,https://www.fragrantica.com/perfume/Dior/Dior-Homme-2005-230.html,325,168,2005,14,493,157,0.5418848167539267,0.6592292089249493,14.0,734.0,0.649325626204239
Egoiste Chanel (male) ~ 1990,https://www.fragrantica.com/perfume/Chanel/Egoiste-613.html,295,129,1990,15,424,166,0.5654450261780105,0.6957547169811321,15.0,733.0,0.6822222222222222
M7 Yves Saint Laurent (male) ~ 2002,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/M7-1031.html,289,122,2002,16,411,167,0.5680628272251309,0.7031630170316302,16.0,732.0,0.6887871853546911
Sauvage Dior (male) ~ 2015,https://www.fragrantica.com/perfume/Dior/Sauvage-31861.html,379,331,2015,17,710,48,0.25654450261780104,0.5338028169014084,17.0,731.0,0.53125
Oud Wood Tom Ford (unisex) ~ 2007,https://www.fragrantica.com/perfume/Tom-Ford/Oud-Wood-1826.html,270,127,2007,18,397,143,0.5052356020942409,0.6801007556675063,18.0,730.0,0.6666666666666666
Vetiver Guerlain (male) ~ 2000,https://www.fragrantica.com/perfume/Guerlain/Vetiver-69.html,267,127,2000,19,394,140,0.4973821989528796,0.6776649746192893,19.0,729.0,0.6642857142857143
Dior Homme Parfum Dior (male) ~ 2014,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Parfum-27417.html,272,145,2014,20,417,127,0.46335078534031415,0.6522781774580336,20.0,728.0,0.6410835214446953
L'Eau d'Issey Pour Homme Issey Miyake (male) ~ 1994,https://www.fragrantica.com/perfume/Issey-Miyake/L-Eau-d-Issey-Pour-Homme-721.html,268,145,1994,21,413,123,0.45287958115183247,0.648910411622276,21.0,727.0,0.6378132118451025
Habit Rouge Eau de Toilette Guerlain (male) ~ 1965,https://www.fragrantica.com/perfume/Guerlain/Habit-Rouge-Eau-de-Toilette-16.html,276,163,1965,22,439,113,0.4267015706806283,0.6287015945330297,22.0,726.0,0.6193548387096774
Allure Homme Sport Chanel (male) ~ 2004,https://www.fragrantica.com/perfume/Chanel/Allure-Homme-Sport-607.html,269,153,2004,23,422,116,0.4345549738219896,0.6374407582938388,23.0,725.0,0.6272321428571429
Antaeus Chanel (male) ~ 1981,https://www.fragrantica.com/perfume/Chanel/Antaeus-616.html,254,133,1981,24,387,121,0.4476439790575917,0.6563307493540051,24.0,724.0,0.6440677966101694
Spicebomb Viktor&Rolf (male) ~ 2012,https://www.fragrantica.com/perfume/Viktor-Rolf/Spicebomb-13857.html,293,212,2012,25,505,81,0.34293193717277487,0.5801980198019802,25.0,723.0,0.5743879472693032
Gucci pour Homme (2003) Gucci (male) ~ 2003,https://www.fragrantica.com/perfume/Gucci/Gucci-pour-Homme-2003-691.html,219,95,2003,26,314,124,0.45549738219895286,0.697452229299363,26.0,722.0,0.6794117647058824
A*Men Pure Malt Mugler (male) ~ 2009,https://www.fragrantica.com/perfume/Mugler/A-Men-Pure-Malt-6103.html,224,113,2009,27,337,111,0.4214659685863874,0.6646884272997032,27.0,721.0,0.650137741046832
Tuscan Leather Tom Ford (unisex) ~ 2007,https://www.fragrantica.com/perfume/Tom-Ford/Tuscan-Leather-1849.html,229,125,2007,28,354,104,0.40314136125654454,0.6468926553672316,28.0,720.0,0.6342105263157894
A*Men Pure Havane Mugler (male) ~ 2011,https://www.fragrantica.com/perfume/Mugler/A-Men-Pure-Havane-11444.html,234,140,2011,29,374,94,0.3769633507853403,0.6256684491978609,29.0,719.0,0.615
The One for Men Dolce&Gabbana (male) ~ 2008,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-for-Men-2056.html,247,176,2008,30,423,71,0.31675392670157065,0.5839243498817966,30.0,718.0,0.576837416481069
Kouros Yves Saint Laurent (male) ~ 1981,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/Kouros-735.html,241,169,1981,31,410,72,0.3193717277486911,0.5878048780487805,31.0,717.0,0.5802752293577982
L'Instant de Guerlain pour Homme Guerlain (male) ~ 2004,https://www.fragrantica.com/perfume/Guerlain/L-Instant-de-Guerlain-pour-Homme-52.html,189,70,2004,32,259,119,0.4424083769633508,0.7297297297297297,32.0,716.0,0.7052631578947368
Grey Vetiver Tom Ford (male) ~ 2009,https://www.fragrantica.com/perfume/Tom-Ford/Grey-Vetiver-6697.html,206,111,2009,33,317,95,0.3795811518324608,0.6498422712933754,33.0,715.0,0.6355685131195336
A*Men Mugler (male) ~ 1996,https://www.fragrantica.com/perfume/Mugler/A-Men-705.html,234,170,1996,34,404,64,0.2984293193717278,0.5792079207920792,34.0,714.0,0.5720930232558139
Acqua di Giò Profumo Giorgio Armani (male) ~ 2015,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Profumo-29727.html,203,124,2015,35,327,79,0.337696335078534,0.6207951070336392,35.0,713.0,0.6090651558073654
Dior Homme Dior (male) ~ 2011,https://www.fragrantica.com/perfume/Dior/Dior-Homme-13015.html,186,96,2011,36,282,90,0.3664921465968587,0.6595744680851063,36.0,712.0,0.6428571428571429
Egoiste Platinum Chanel (male) ~ 1993,https://www.fragrantica.com/perfume/Chanel/Egoiste-Platinum-614.html,173,76,1993,37,249,97,0.38481675392670156,0.6947791164658634,37.0,711.0,0.6727272727272727
London for Men Burberry (male) ~ 2006,https://www.fragrantica.com/perfume/Burberry/London-for-Men-804.html,191,116,2006,38,307,75,0.32722513089005234,0.6221498371335505,38.0,710.0,0.6096096096096096
Cool Water Davidoff (male) ~ 1988,https://www.fragrantica.com/perfume/Davidoff/Cool-Water-507.html,208,152,1988,39,360,56,0.2774869109947644,0.5777777777777777,39.0,709.0,0.5699481865284974
Pour Monsieur Chanel (male) ~ 1955,https://www.fragrantica.com/perfume/Chanel/Pour-Monsieur-615.html,164,75,1955,40,239,89,0.36387434554973824,0.6861924686192469,40.0,708.0,0.6641509433962264
