name,link,upvotes,downvotes,year,order,total_votes,vote_diff,vote_diff_normalized,ratio,updated_order,inverse_order,bayes
Dior Homme Intense 2011 Dior (male) ~ 2011,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Intense-2011-13016.html,1428,597,2011,1,2025,831,0.9999999999999999,0.7051851851851851,1.0,915.0,0.7004854368932039
Bleu de Chanel Eau de Parfum Chanel (male) ~ 2014,https://www.fragrantica.com/perfume/Chanel/Bleu-de-Chanel-Eau-de-Parfum-25967.html,1044,484,2014,2,1528,560,0.6859791425260718,0.6832460732984293,2.0,914.0,0.6775431861804223
Terre d'Hermès Hermès (male) ~ 2006,https://www.fragrantica.com/perfume/Hermes/Terre-d-Hermes-17.html,1091,579,2006,3,1670,512,0.6303592120509849,0.6532934131736527,3.0,913.0,0.6486803519061584
Dior Homme Parfum Dior (male) ~ 2014,https://www.fragrantica.com/perfume/Dior/Dior-Homme-Parfum-27417.html,961,446,2014,4,1407,515,0.6338354577056778,0.6830135039090263,4.0,912.0,0.6768377253814147
Sauvage Elixir Dior (male) ~ 2021,https://www.fragrantica.com/perfume/Dior/Sauvage-Elixir-68415.html,1020,641,2021,5,1661,379,0.4762456546929316,0.6140878988561108,5.0,911.0,0.6102594339622641
Layton Parfums de Marly (unisex) ~ 2016,https://www.fragrantica.com/perfume/Parfums-de-Marly/Layton-39314.html,904,437,2016,6,1341,467,0.5782155272305909,0.674123788217748,6.0,910.0,0.6678779069767442
Aventus Creed (male) ~ 2010,https://www.fragrantica.com/perfume/Creed/Aventus-9828.html,955,559,2010,7,1514,396,0.4959443800695249,0.630779392338177,7.0,909.0,0.6262104583602324
Ombré Leather (2018) Tom Ford (unisex) ~ 2018,https://www.fragrantica.com/perfume/Tom-Ford/Ombre-Leather-2018-50239.html,835,384,2018,8,1219,451,0.5596755504055619,0.6849876948318294,8.0,908.0,0.6778309409888357
La Nuit de l'Homme Yves Saint Laurent (male) ~ 2009,https://www.fragrantica.com/perfume/Yves-Saint-Laurent/La-Nuit-de-l-Homme-5521.html,794,336,2009,9,1130,458,0.5677867902665121,0.7026548672566372,9.0,907.0,0.6944206008583691
Spicebomb Extreme Viktor&Rolf (male) ~ 2015,https://www.fragrantica.com/perfume/Viktor-Rolf/Spicebomb-Extreme-30499.html,801,352,2015,10,1153,449,0.5573580533024334,0.6947094535993061,10.0,906.0,0.6868686868686869
Le Male Le Parfum Jean Paul Gaultier (male) ~ 2020,https://www.fragrantica.com/perfume/Jean-Paul-Gaultier/Le-Male-Le-Parfum-61856.html,814,390,2020,11,1204,424,0.5283893395133256,0.6760797342192691,11.0,905.0,0.6690879741727199
Acqua di Giò Profumo Giorgio Armani (male) ~ 2015,https://www.fragrantica.com/perfume/Giorgio-Armani/Acqua-di-Gio-Profumo-29727.html,754,304,2015,12,1058,450,0.5585168018539977,0.7126654064272212,12.0,904.0,0.7035681610247027
Bleu de Chanel Parfum Chanel (male) ~ 2018,https://www.fragrantica.com/perfume/Chanel/Bleu-de-Chanel-Parfum-49912.html,816,433,2018,13,1249,383,0.48088064889918886,0.6533226581265013,13.0,903.0,0.647196261682243
Oud Wood Tom Ford (unisex) ~ 2007,https://www.fragrantica.com/perfume/Tom-Ford/Oud-Wood-1826.html,691,309,2007,14,1000,382,0.4797219003476246,0.691,14.0,902.0,0.6821256038647343
Prada L'Homme Prada (male) ~ 2016,https://www.fragrantica.com/perfume/Prada/Prada-L-Homme-39029.html,639,261,2016,15,900,378,0.47508690614136734,0.71,15.0,901.0,0.6994652406417112
Fahrenheit Dior (male) ~ 1988,https://www.fragrantica.com/perfume/Dior/Fahrenheit-228.html,690,388,1988,16,1078,302,0.3870220162224797,0.640074211502783,16.0,900.0,0.633423180592992
XJ 1861 Naxos Xerjoff (unisex) ~ 2015,https://www.fragrantica.com/perfume/Xerjoff/XJ-1861-Naxos-30529.html,612,236,2015,17,848,376,0.4727694090382387,0.7216981132075472,17.0,899.0,0.710079275198188
Allure Homme Sport Eau Extreme Chanel (male) ~ 2012,https://www.fragrantica.com/perfume/Chanel/Allure-Homme-Sport-Eau-Extreme-14669.html,588,255,2012,18,843,333,0.42294322132097334,0.697508896797153,18.0,898.0,0.6867881548974943
The One for Men Eau de Parfum Dolce&Gabbana (male) ~ 2015,https://www.fragrantica.com/perfume/Dolce-Gabbana/The-One-for-Men-Eau-de-Parfum-31909.html,566,253,2015,19,819,313,0.39976825028968715,0.6910866910866911,19.0,897.0,0.680327868852459
L’Homme Ideal Eau de Parfum Guerlain (male) ~ 2016,https://www.fragrantica.com/perfume/Guerlain/L-Homme-Ideal-Eau-de-Parfum-37735.html,517,217,2016,20,734,300,0.3847045191193511,0.7043596730245232,20.0,896.0,0.6918075422626788
Tobacco Vanille Tom Ford (unisex) ~ 2007,https://www.fragrantica.com/perfume/Tom-Ford/Tobacco-Vanille-1825.html,531,263,2007,21,794,268,0.34762456546929316,0.6687657430730478,21.0,895.0,0.6586248492159228
Noir Extreme Tom Ford (male) ~ 2015,https://www.fragrantica.com/perfume/Tom-Ford/Noir-Extreme-29675.html,509,237,2015,22,746,272,0.3522595596755504,0.6823056300268097,22.0,894.0,0.6709346991037132
Gentleman Eau de Parfum Reserve Privée Givenchy (male) ~ 2022,https://www.fragrantica.com/perfume/Givenchy/Gentleman-Eau-de-Parfum-Reserve-Privee-71272.html,468,221,2022,23,689,247,0.32329084588644263,0.6792452830188679,23.0,893.0,0.6671270718232044
